,Nb_Ph.,Ph_calls,Dur.,Nb_con_obj,Mo,Nb_people.,age,Salary,Y
959,2.0,7.0,77.0,7.0,121.0,2.0,27.0,98000.0,49.13146122678254
960,3.0,8.0,168.0,14.0,164.0,2.0,30.0,65000.0,156.68986765069474
961,3.0,6.0,6.0,16.0,124.0,2.0,25.0,47000.0,-170.66269713715462
962,3.0,6.0,47.0,13.0,97.0,2.0,30.0,38000.0,-165.02648785639224
963,2.0,31.0,54.0,5.0,111.0,2.0,35.0,64000.0,84.51523067000517
964,3.0,14.0,88.0,3.0,26.0,2.0,32.0,88000.0,-51.39778028172198
965,3.0,30.0,54.0,12.0,182.0,3.0,19.0,25000.0,151.59552536517916
966,3.0,4.0,186.0,13.0,44.0,2.0,33.0,81000.0,47.842983002303335
967,2.0,18.0,107.0,11.0,20.0,1.0,33.0,91000.0,48.92487044939972
968,3.0,12.0,114.0,8.0,69.0,3.0,20.0,81000.0,52.86388765789722
969,4.0,8.0,109.0,8.0,147.0,2.0,28.0,67000.0,134.48772830149971
970,3.0,22.0,155.0,10.0,195.0,2.0,33.0,70000.0,222.195250193358
971,2.0,5.0,62.0,2.0,154.0,1.0,29.0,61000.0,-102.45605699840301
972,3.0,7.0,137.0,16.0,61.0,2.0,29.0,67000.0,-90.1294985040825
973,3.0,21.0,100.0,16.0,122.0,3.0,25.0,66000.0,88.58137605260318
974,3.0,30.0,104.0,16.0,170.0,2.0,24.0,43000.0,154.8027317198736
975,2.0,24.0,55.0,13.0,64.0,2.0,22.0,61000.0,8.47313693095844
976,3.0,23.0,122.0,13.0,124.0,2.0,34.0,69000.0,150.72397601728665
977,4.0,32.0,156.0,17.0,83.0,2.0,26.0,54000.0,168.06088328705562
978,3.0,30.0,60.0,9.0,74.0,2.0,31.0,125000.0,228.57805844714196
979,2.0,20.0,75.0,14.0,103.0,2.0,34.0,88000.0,95.4102765237512
980,3.0,15.0,133.0,8.0,131.0,2.0,27.0,88000.0,148.798036408363
981,3.0,2.0,32.0,8.0,60.0,3.0,25.0,57000.0,-247.66838105666682
982,4.0,11.0,81.0,9.0,75.0,2.0,26.0,28000.0,-170.17639255700232
983,3.0,6.0,132.0,10.0,125.0,1.0,26.0,45000.0,-35.973163324522275
984,3.0,14.0,53.0,11.0,97.0,2.0,21.0,50000.0,-104.24834391388504
985,3.0,10.0,83.0,4.0,117.0,1.0,35.0,47000.0,-87.3088460300667
986,3.0,16.0,111.0,11.0,182.0,2.0,36.0,54000.0,-66.75656562695355
987,3.0,31.0,173.0,11.0,177.0,2.0,29.0,79000.0,378.88925800255197
988,3.0,8.0,116.0,18.0,97.0,2.0,29.0,52000.0,-51.04233843779538
989,3.0,4.0,65.0,17.0,161.0,1.0,23.0,62000.0,-20.502661391773266
990,4.0,23.0,197.0,8.0,63.0,2.0,26.0,66000.0,130.59593220429528
991,3.0,8.0,159.0,16.0,25.0,2.0,38.0,66000.0,-18.761779790862356
992,2.0,8.0,22.0,6.0,56.0,2.0,29.0,86000.0,-160.44160349164156
993,2.0,7.0,116.0,10.0,79.0,2.0,28.0,47000.0,-107.90662070027355
994,4.0,2.0,95.0,11.0,100.0,2.0,27.0,77000.0,-117.33843165384248
995,3.0,15.0,124.0,9.0,101.0,3.0,32.0,46000.0,-68.8159220088911
996,3.0,19.0,51.0,12.0,93.0,2.0,24.0,64000.0,-45.44605850941327
997,3.0,9.0,58.0,13.0,203.0,2.0,23.0,32000.0,38.551075667307316
998,3.0,9.0,107.0,8.0,124.0,2.0,31.0,88000.0,32.058592618541795
999,3.0,26.0,159.0,13.0,76.0,2.0,30.0,69000.0,241.2109639711054
